sampleID,feature,avg,variance,stdev,min,max,median,q25,q75,q5,q95
LP0020_07,CNA: ichorCNA,0.012925791666666667,1.2172617572695035e-5,0.0034889278543264596,0.005083,0.0249,0.013715000000000001,0.01184,0.01447,0.00639405,0.016312
LP0020_08,Fragment lengths,169.28153312291667,0.006489120631440198,0.08055507824737183,169.0656598,169.4551061,169.285198,169.24095260000001,169.326372825,169.120993465,169.39192393
LP0020_08,CNA: tMAD,0.01019492875,3.4968186665804046e-6,0.0018699782529699122,0.005820279,0.014238838,0.010321223000000001,0.008951777,0.010994099,0.007527143449999999,0.01346234915
LP0020_08,CNA: ichorCNA,0.014549604166666667,9.608232925088654e-6,0.0030997149748144028,0.008035,0.01969,0.014499999999999999,0.011955,0.017070000000000002,0.00963945,0.019106
LP0025_01_L004,Norm coverage,0.98245307225,7.527869007154847e-5,0.008676329297090358,0.968865952,0.993425977,0.986129355,0.97394262825,0.9906622869999999,0.9690735675000001,0.9933444162999999
LP0025_01_L004,LIQ: hemato,0.1751489204375,3.142862945362137e-5,0.005606124280964646,0.166936835,0.186751898,0.175732059,0.169300865,0.1786407505,0.167344939,0.1837247674
LP0025_01_L004,LIQ: lung,0.006068075770833333,1.92815968621115e-5,0.0043910815139452265,5.77e-4,0.01464247,0.00460608,0.00231232675,0.0103232165,8.583027e-4,0.01323173
LP0025_01_L004,Fragment lengths,169.68100725833332,0.0026998902939387383,0.051960468569276184,169.5525198,169.8089521,169.6825107,169.651536125,169.7142598,169.596098395,169.76097661
LP0025_01_L004,CNA: tMAD,0.0031431631666666666,2.102862382840993e-7,4.585697747171081e-4,0.001948057,0.004048539,0.002941918,0.002941234,0.0034213852499999997,0.0022430149,0.0036407409499999996
LP0025_01_L004,CNA: ichorCNA,0.0050789166666666665,1.0329224609929077e-6,0.001016327929849863,0.003027,0.006913,0.0048024999999999995,0.00457375,0.0059485,0.00337655,0.0066161
LP0025_02_L004,Norm coverage,0.9548495725833334,4.15326735877302e-4,0.02037956662633683,0.912392719,0.986765886,0.9584466094999999,0.9375672372499999,0.96954266075,0.9171970468,0.9798517450500001
LP0025_02_L004,LIQ: hemato,0.0374738379375,1.4078486376022866e-5,0.0037521309113652825,0.031572905,0.044986134,0.036479602,0.035297213,0.041038808999999996,0.0319839443,0.04290678965
LP0025_02_L004,LIQ: lung,-0.046532319895833334,2.007891937834601e-5,0.004480950722597383,-0.055141468,-0.03644767,-0.04670169,-0.049045725,-0.043507721,-0.05301023005,-0.037522424
LP0025_02_L004,Fragment lengths,175.54221934166665,0.0044203314481772536,0.066485573233426,175.3819765,175.6967617,175.54824785,175.503793675,175.5780968,175.425784915,175.64635934499998
LP0025_02_L004,CNA: tMAD,0.005482347416666667,1.4621735901632695e-6,0.0012092037008557613,0.004045798,0.009820761,0.005038518,0.00496439375,0.005737005,0.00433718,0.0077367828
LP0025_02_L004,CNA: ichorCNA,0.016461041666666665,5.939712322695035e-7,7.706952914540892e-4,0.0138,0.01762,0.016505,0.0160625,0.01702,0.015248500000000002,0.0174715
LP0025_03_L003,Norm coverage,0.985336262875,1.9822404983996917e-5,0.004452235953315695,0.979182201,0.994009027,0.9856508429999999,0.9814314975,0.987762186,0.97939490785,0.99349514765
LP0025_03_L003,LIQ: hemato,0.16383305304166668,7.095217664364428e-6,0.0026636849784395355,0.158528402,0.169268473,0.163718113,0.161446237,0.165666487,0.16022655854999998,0.1679310959
LP0025_03_L003,LIQ: lung,-0.0196089496875,1.0772961336185162e-4,0.010379287709754057,-0.035408108,-0.001006575,-0.018919122,-0.0297697845,-0.0141011755,-0.033996742350000005,-0.0015792530500000023
LP0025_03_L003,Fragment lengths,168.51411878125,0.004399862714601391,0.06633146097140777,168.346592,168.6684064,168.51356515,168.47940565,168.5562955,168.38899478500002,168.60360565
LP0025_03_L003,CNA: tMAD,0.0032628878125,4.199645383631768e-7,6.480467100164746e-4,0.002242405,0.004338092,0.0033446305,0.00264757,0.00363915,0.002242519,0.004336725
LP0025_03_L003,CNA: ichorCNA,0.003952458333333333,3.789414806737589e-6,0.0019466419307971328,0,0.007714,0.003784,0.0026705,0.00540775,0,0.0068007
LP0025_04_L004,Norm coverage,0.9873304453958334,5.072662036658877e-5,0.0071222623067806745,0.974043988,0.994660218,0.990791302,0.9839979262499999,0.99240652975,0.97485073155,0.99460097205
LP0025_04_L004,LIQ: hemato,0.12283949441666667,2.378210931693949e-5,0.0048766904060991495,0.116331105,0.132088078,0.123450591,0.11740770675000001,0.12565882025,0.116348629,0.13096946765
LP0025_04_L004,LIQ: lung,0.0027125038125000002,3.1502158374065474e-5,0.005612678360111639,-0.005853405,0.014263358,0.0031032785,-0.002020346,0.0064172742500000005,-0.005301158249999999,0.0140876237
LP0025_04_L004,Fragment lengths,170.43962795625,0.003280035652997063,0.05727159551642562,170.3059384,170.5765479,170.44145895000003,170.405802875,170.47956954999998,170.35261326999998,170.519875355
LP0025_04_L004,CNA: tMAD,0.0023981153125,2.692351444292407e-7,5.188787376923828e-4,0.001544375,0.004042148,0.002242975,0.00195091,0.002940778,0.0016850652,0.00294229485
LP0025_04_L004,CNA: ichorCNA,0.0030430208333333333,2.968636701684397e-6,0.0017229732156027258,0,0.004715,0.003768,0.003066,0.0042185,0,0.004578
LP0025_05_L003,Norm coverage,0.9781433932291667,8.820885244852679e-5,0.00939195679549937,0.960699344,0.988630582,0.9819193115,0.96933717775,0.98430808675,0.9612442317000001,0.98850950835
LP0025_05_L003,LIQ: hemato,0.083499402375,2.802938220492117e-5,0.005294278251558107,0.076416762,0.094619924,0.0828985515,0.079200364,0.08596356325,0.0766522427,0.09296963750000001
LP0025_05_L003,LIQ: lung,-0.024163077,3.773099588353064e-5,0.006142556135969019,-0.040700097,-0.007999134,-0.0250988,-0.0282568685,-0.018942168750000002,-0.03289301745,-0.015930578
LP0025_05_L003,Fragment lengths,172.1364251,0.005239016386152907,0.0723810499105457,171.9477075,172.2868161,172.14511305000002,172.09391395,172.18133147499998,171.985025005,172.23375038
LP0025_05_L003,CNA: tMAD,0.0035844820416666666,5.538753476777429e-7,7.442280212930328e-4,0.002242064,0.006431386,0.0034932335,0.003338651,0.004036227,0.0026464404,0.0048940363
LP0025_05_L003,CNA: ichorCNA,0.008274479166666666,9.420940297429078e-6,0.0030693550295508463,0.003121,0.01667,0.0090505,0.0052735,0.010075,0.0035495500000000003,0.0120685
LP0025_06_L003,Norm coverage,0.988096435375,1.6155362081831393e-5,0.004019373344419674,0.982347381,0.994510111,0.9885530419999999,0.9836596690000001,0.9911880442500001,0.9828086708999999,0.9937411864000001
LP0025_06_L003,LIQ: hemato,0.11757085366666667,3.1221297963113694e-5,0.005587602165787547,0.109070111,0.126636164,0.118532257,0.111777209,0.1211244655,0.109522082,0.1263881719
LP0025_06_L003,LIQ: lung,-0.024698054666666667,9.579260310159316e-5,0.009787369570093548,-0.041998974,-0.007696136,-0.023797231000000002,-0.033571608,-0.018763356,-0.040116132549999996,-0.008540544600000003
LP0025_06_L003,Fragment lengths,168.39551394166668,0.0040023408796451155,0.06326405677511612,168.2466333,168.541103,168.40229315,168.360444075,168.4341134,168.27004171,168.483974805
LP0025_06_L003,CNA: tMAD,0.003932264020833334,1.160969207938191e-6,0.0010774828109711037,0.002242975,0.007126342,0.0036406895,0.003343433,0.00433866225,0.00265031,0.0066373282999999984
LP0025_06_L003,CNA: ichorCNA,0.007222875,3.4255153457446806e-6,0.001850814778886499,0.004441,0.01102,0.007476,0.005436,0.00878675,0.0045487,0.009850600000000001
LP0025_07_L004,Norm coverage,0.9850418181666667,3.3114288868146615e-5,0.005754501617703015,0.976590518,0.994254309,0.9853255544999999,0.979849456,0.989641833,0.9766724083,0.9942258564
LP0025_07_L004,LIQ: hemato,0.1341226810625,3.558541439826598e-5,0.005965351154648482,0.126109802,0.146018542,0.134905129,0.128110182,0.13635034575,0.126445864,0.14452123535
LP0025_07_L004,LIQ: lung,-0.024565353083333335,1.8626051540213995e-5,0.0043157909518666444,-0.030466889,-0.016359393,-0.0263135675,-0.027553522749999997,-0.02082203275,-0.030460627,-0.0167362744
LP0025_07_L004,Fragment lengths,166.25237521875,0.003095453646905364,0.05563680119224473,166.1417691,166.3891146,166.2427433,166.213926625,166.29403440000002,166.17103674999998,166.33670665
LP0025_07_L004,CNA: tMAD,0.004211509479166667,1.4180904310628932e-6,0.001190836021903475,0.002242747,0.007829727,0.004042148,0.0036383809999999996,0.004733903,0.002645517,0.006382455449999999
LP0025_07_L004,CNA: ichorCNA,0.0100083125,7.754977087765957e-7,8.806234773026414e-4,0.008722,0.01196,0.009871,0.00929575,0.010360000000000001,0.008943900000000001,0.011765000000000001
LP0025_08_L004,Norm coverage,0.991137524125,9.379140663037282e-6,0.003062538271277158,0.983166284,0.996251429,0.99076826,0.9891298442500001,0.9937725374999999,0.9861302670000001,0.9961746024
LP0025_08_L004,LIQ: hemato,0.14879135825,2.362062004512366e-5,0.004860104941780955,0.141514578,0.157460998,0.148316432,0.144327958,0.15327070925,0.14189190145,0.15521846125
LP0025_08_L004,LIQ: lung,-0.0568427266875,3.6293042506838686e-5,0.0060243707145924115,-0.068358179,-0.046152996,-0.057561285000000004,-0.0608344405,-0.05191457275,-0.066139938,-0.046920625
LP0025_08_L004,Fragment lengths,170.19828935,0.0035030106364880294,0.05918623688399212,170.0513666,170.3324875,170.20407699999998,170.1686031,170.2314862,170.075436175,170.28457077
LP0025_08_L004,CNA: tMAD,0.0028946385208333332,2.2313991373910592e-7,4.7237687680400477e-4,0.001946917,0.004049453,0.002941006,0.00264876875,0.00304323825,0.0022429408,0.0036403983
LP0025_08_L004,CNA: ichorCNA,0.0011306041666666667,8.875872655141844e-7,9.42118498658308e-4,0,0.00238,0.001677,0,0.0019055,0,0.0021527499999999997
LP0025_10_L003,Norm coverage,0.4505709919375,0.006947407195282883,0.08335110794274353,0.261553819,0.619115372,0.448748664,0.3971753765,0.51601518225,0.26840437829999997,0.55567402555
LP0025_10_L003,LIQ: hemato,0.038679489958333334,4.759758493226101e-5,0.006899100298753527,0.029086852,0.052169665,0.037320316,0.03284252124999999,0.045514848999999996,0.03089349205,0.04971763505
LP0025_10_L003,LIQ: lung,0.15135651060416666,3.5204712551720383e-5,0.005933355926600088,0.141977318,0.165078705,0.150306802,0.14668286375,0.1543159105,0.14479851894999998,0.1638712862
LP0025_10_L003,Fragment lengths,145.30555165,0.005567873385312354,0.07461818401242658,145.2206428,145.4540002,145.27800795000002,145.24250175,145.384815125,145.225079865,145.42863126
LP0025_10_L003,CNA: tMAD,0.034410544520833336,2.8623150533855106e-5,0.005350060797211103,0.026509061,0.043566755,0.033753070499999996,0.0291225885,0.039527466500000004,0.027765787,0.0420285912
LP0025_10_L003,CNA: ichorCNA,0.8400645833333333,4.1467641843970707e-7,6.439537393630905e-4,0.8386,0.8413,0.8401,0.8396,0.8406,0.83904,0.840965
LP0025_11_L003,Norm coverage,0.9886528133333333,2.4997580082975593e-5,0.004999758002441277,0.978815396,0.994552482,0.990316301,0.9876283927499999,0.991453624,0.97943121205,0.9943639878
LP0025_11_L003,LIQ: hemato,0.15095810866666667,3.634276545094207e-5,0.006028496118514307,0.142401418,0.164613678,0.151626216,0.1450798,0.15298083175000002,0.143021188,0.16207323375000002
LP0025_11_L003,LIQ: lung,0.016543726229166666,2.780239085598133e-5,0.005272797251552664,0.008470508,0.025993163,0.014234228,0.012844400499999999,0.0214004755,0.0108626479,0.025414446
LP0025_11_L003,Fragment lengths,166.00397137083334,0.003050864370050666,0.0552346301703077,165.8912188,166.1412241,166.0039117,165.97055575,166.036888225,165.916912445,166.09930117
LP0025_11_L003,CNA: tMAD,0.004635600395833333,2.08329738991884e-6,0.0014433632217563394,0.002646201,0.008537804,0.004049453,0.003640861,0.0054459107500000005,0.0029422261500000003,0.00769402985
LP0025_11_L003,CNA: ichorCNA,0.0177490625,8.486990005984044e-5,0.009212486095503234,0.009538,0.03255,0.012285,0.0103075,0.029054999999999997,0.0096649,0.0309155
LP0025_12_L003,Norm coverage,0.9745259590416666,4.744485307192868e-4,0.021781839470515037,0.925324826,0.991641966,0.9840301515000001,0.9760946205000001,0.986683303,0.92670398925,0.9913631749
LP0025_12_L003,LIQ: hemato,0.1680849110625,3.52238061776705e-5,0.005934964715789851,0.160136413,0.180757013,0.168662551,0.1612710185,0.17140438599999996,0.160169397,0.1776989048
LP0025_12_L003,LIQ: lung,-0.0063599177083333335,2.2788965532241103e-5,0.004773778957203727,-0.016460164,0.004487995,-0.005107395,-0.00931832125,-0.00401791,-0.01569386695,0.0016949463999999974
LP0025_12_L003,Fragment lengths,168.57947955208334,0.003111426841912444,0.05578016530911722,168.4632944,168.7207574,168.57734,168.5457935,168.61580455,168.49962205,168.66638237
LP0025_12_L003,CNA: tMAD,0.0093922386875,6.015295011955921e-6,0.0024526098368790584,0.004338092,0.012697399,0.009936492,0.00816686775,0.011311227,0.00434099195,0.012339239450000001
LP0025_12_L003,CNA: ichorCNA,0.019367916666666665,2.3449785460992908e-6,0.0015313322781484399,0.01588,0.02135,0.0197,0.0191,0.0205175,0.0161405,0.0210055
LP0025_15_L003,Norm coverage,0.9780107407083334,1.9778560390495485e-5,0.0044473093427931775,0.971553147,0.985544706,0.9778654405,0.974191971,0.97980964775,0.97249678035,0.98533251015
LP0025_15_L003,LIQ: hemato,0.1395023500625,2.9706279494830657e-5,0.0054503467316153985,0.132430766,0.150979232,0.1400651905,0.133594027,0.14207243475,0.1324867149,0.15022179015
LP0025_15_L003,LIQ: lung,0.039075520125,1.0864744446523227e-5,0.0032961711797968303,0.033837093,0.044654324,0.037687086,0.036840185,0.042731158500000005,0.035073178100000005,0.044629523000000004
LP0025_15_L003,Fragment lengths,165.04743811875,0.0034016156198385336,0.05832337112889252,164.9531981,165.1945556,165.04455785,165.002759125,165.07158895,164.97050364,165.15914245
LP0025_15_L003,CNA: tMAD,0.040176892125,1.7159332909962113e-5,0.004142382516132729,0.032552162,0.046836726,0.040094753,0.0378652435,0.043553301,0.03299573745,0.04630148985
LP0025_15_L003,CNA: ichorCNA,0.07357020833333333,5.945270168439718e-6,0.002438292469832058,0.07106,0.07881,0.072775,0.07171,0.0739325,0.071367,0.078374
LP0025_17_L003,Norm coverage,0.9754360379791667,4.2170090215308806e-5,0.0064938501842365295,0.962989889,0.986684985,0.975212579,0.97050707975,0.9775691415000001,0.9648210799999999,0.98660722915
LP0025_17_L003,LIQ: hemato,0.20688053695833333,6.39996287248268e-5,0.00799997679526802,0.195854366,0.221593822,0.207162986,0.19786557024999998,0.21247728524999998,0.196675386,0.2192546118
LP0025_17_L003,LIQ: lung,0.024816889,5.179184095491047e-5,0.007196654844781044,0.013965334,0.036457412,0.024514868,0.01930854525,0.031711181,0.014611218450000001,0.036339539000000004
LP0025_17_L003,Fragment lengths,167.35948746875,0.0033754094430341356,0.05809827401080118,167.2285698,167.5012474,167.35961635,167.32479327500002,167.39203859999998,167.26462112500002,167.45410318
LP0025_17_L003,CNA: tMAD,0.01403906375,6.8309217720201915e-6,0.0026136032162553274,0.00821452,0.020076875,0.014097665,0.012736154250000001,0.016234296000000002,0.009610467,0.018084229749999996
LP0025_17_L003,CNA: ichorCNA,0.029212708333333334,1.4847435726950355e-6,0.0012185005427553307,0.02716,0.03082,0.029995,0.02792,0.0302575,0.0275215,0.030587000000000003
LP0025_21_L004,Norm coverage,0.9478634253125,2.491530842448349e-4,0.01578458375266307,0.914638395,0.979090279,0.9492628190000001,0.9410832174999999,0.955292173,0.9212459126499999,0.9748560973
LP0025_21_L004,LIQ: hemato,0.17067646870833333,1.448811372312848e-5,0.003806325488332347,0.163171503,0.178952004,0.170479768,0.167269356,0.17324528849999998,0.1652048043,0.17750421375000003
LP0025_21_L004,LIQ: lung,0.04606976754166667,1.7708974753095487e-5,0.004208203268984934,0.03833526,0.055262029,0.044893666,0.043312385999999994,0.04811005925,0.04061822985,0.05453837319999999
LP0025_21_L004,Fragment lengths,168.929751925,0.00399926456981554,0.06323973884999479,168.8073677,169.0950723,168.91424899999998,168.885299875,168.970011125,168.84240506999998,169.030557995
LP0025_21_L004,CNA: tMAD,0.10505613158333334,6.428732596068603e-5,0.008017937762335527,0.094396886,0.125094375,0.1034596075,0.09953367325000001,0.109650625,0.09471759625000001,0.118916875
LP0025_21_L004,CNA: ichorCNA,0.10917916666666666,1.7870567375886544e-7,4.227359385702444e-4,0.1083,0.1101,0.1092,0.1089,0.109425,0.10853499999999999,0.10986499999999999
LP0025_24_L003,Norm coverage,0.9744421231666667,7.341060275748681e-4,0.027094391072228732,0.912905568,0.993563243,0.98474441,0.9783616165,0.98957723575,0.9150074881499999,0.9934986833499999
LP0025_24_L003,LIQ: hemato,0.12347034997916667,1.336570876970053e-5,0.0036559142180445825,0.119353055,0.13146654,0.1220508085,0.1203765255,0.126850145,0.11941951754999999,0.130050722
LP0025_24_L003,LIQ: lung,-0.007611019645833333,2.1172986385372744e-5,0.004601411347116528,-0.017324542,0.003466886,-0.008268484,-0.0107209495,-0.00544051025,-0.013549308,8.53e-4
LP0025_24_L003,Fragment lengths,171.11494053958333,0.004050517835860069,0.06364367867950492,170.9510713,171.2688534,171.11385695,171.082169475,171.159766775,171.001994945,171.21383717
LP0025_24_L003,CNA: tMAD,0.0033771549375,4.098987775635067e-7,6.402333774206924e-4,0.002242975,0.005037948,0.003345429,0.002942146,0.0036409464999999997,0.00264712475,0.00459993945
LP0025_24_L003,CNA: ichorCNA,0.0074399374999999995,1.376830272606383e-6,0.001173384111280864,0.003757,0.009063,0.00745,0.00689125,0.00827975,0.00527455,0.00893015
LP0026_05_L003,Norm coverage,0.9202785821666667,7.910831832470334e-4,0.02812620100985971,0.853868252,0.965072008,0.9246791515,0.90593924325,0.93993552325,0.87715550785,0.9573766343
LP0026_05_L003,LIQ: hemato,0.09388575145833333,1.74725957258903e-5,0.004180023412122269,0.087531747,0.103185434,0.09390831599999999,0.090058118,0.09560188725,0.088413796,0.10136201715000001
LP0026_05_L003,LIQ: lung,-0.017447153291666666,4.5454256241481276e-5,0.006741977175983413,-0.027586933,-0.002696636,-0.0193819755,-0.0226320075,-0.0124719055,-0.0255880484,-0.00621753
LP0026_05_L003,Fragment lengths,169.19976081041668,0.003441771214827211,0.058666610732402216,169.0628807,169.3359863,169.19978715000002,169.16122944999998,169.24203135000002,169.1154193,169.28231504000001
LP0026_05_L003,CNA: tMAD,0.013298266333333333,4.453390649948779e-6,0.0021103058190576974,0.007820505,0.020076875,0.0129129965,0.01210596975,0.014192224,0.01046519005,0.016986925899999998
LP0026_05_L003,CNA: ichorCNA,0.029687083333333333,2.136681684397163e-5,0.0046224254287085724,0.02316,0.03734,0.02984,0.024255,0.032615,0.0234435,0.036725
LP0026_07_L003,Norm coverage,0.9711299081666667,1.1694056392972952e-4,0.010813906044058711,0.950395088,0.98903648,0.970849133,0.96472538275,0.9806591339999999,0.9538995996999999,0.98853106225
LP0026_07_L003,LIQ: hemato,0.16183898725,8.464145335931719e-6,0.002909320425104756,0.156804609,0.168346863,0.1624974005,0.159302905,0.16415670924999998,0.15756792045,0.16567828964999998
LP0026_07_L003,LIQ: lung,-0.00963912075,9.861040145741213e-6,0.003140229314196849,-0.014329006,-0.003375185,-0.01015927,-0.011841922,-0.00832539725,-0.01352645125,-0.0036648915500000013
LP0026_07_L003,Fragment lengths,171.18959287708333,0.003157002529652246,0.05618720966245117,171.0529959,171.3275083,171.189918,171.15888272499998,171.22350897500002,171.10252616499997,171.26893376
LP0026_07_L003,CNA: tMAD,0.0056649071875,2.1195194231635596e-6,0.0014558569377392683,0.004043972,0.009918693,0.005084697,0.004633125,0.00605945775,0.004335813,0.008976573399999998
LP0026_07_L003,CNA: ichorCNA,0.037324166666666665,1.77451609929078e-5,0.004212500562956378,0.03196,0.04848,0.036074999999999996,0.03451,0.0379425,0.032507,0.0450155
LP0026_08_L003,Norm coverage,0.8034363759583333,0.003904867399676278,0.062488938218506145,0.717036207,0.9355779,0.8070437185,0.7647817109999999,0.8282799955,0.7174540892000001,0.9256787643
LP0026_08_L003,LIQ: hemato,0.1109489256875,5.368776181989769e-5,0.0073271933112138985,0.102771037,0.124381121,0.107491165,0.10489912800000001,0.11867673325,0.10309577225,0.1230945316
LP0026_08_L003,LIQ: lung,0.11805505552083333,1.5574923066541907e-5,0.003946507705116247,0.109518131,0.126448475,0.117971597,0.11532724125,0.121028724,0.11249494865,0.123546111
LP0026_08_L003,Fragment lengths,156.18724619791666,0.003456871549319431,0.05879516603700878,156.1082119,156.3410721,156.16943125,156.14317765,156.214868875,156.11818793,156.288791825
LP0026_08_L003,CNA: tMAD,0.2059399831875,8.44306324963947e-4,0.029056949684437748,0.150171086,0.233626211,0.218707932,0.17769683750000004,0.22912741475,0.15612859915,0.2325462728
LP0026_08_L003,CNA: ichorCNA,0.26000208333333336,1.5032829343971624e-4,0.012260843912215677,0.2442,0.2734,0.2648,0.24735,0.2721,0.246305,0.273165
LP0026_22_L003,Norm coverage,0.9440093211875,3.172079376340213e-4,0.01781033232800616,0.915145268,0.978445463,0.9456124269999999,0.93542169625,0.955424487,0.91702348145,0.977073707
LP0026_22_L003,LIQ: hemato,0.12118028910416666,1.238162257433311e-5,0.0035187529856943794,0.116858131,0.12862611,0.1202247525,0.118215299,0.12442856050000001,0.117048189,0.12698177195
LP0026_22_L003,LIQ: lung,0.049561833770833334,2.0488514535216694e-5,0.00452642403396066,0.041412364,0.057309512,0.049768934,0.045791381500000006,0.05281440375,0.0425864032,0.05721701855
LP0026_22_L003,Fragment lengths,164.37863274583333,0.004284646772462896,0.06545721329588433,164.2746593,164.5519218,164.3666509,164.328429075,164.42204510000002,164.292175645,164.49585501
LP0026_22_L003,CNA: tMAD,0.009201022125,1.6856139209545374e-6,0.0012983119505552345,0.006718709,0.01269607,0.009238091,0.008478853750000001,0.009937559,0.00741510255,0.011341077499999998
LP0026_22_L003,CNA: ichorCNA,0.22575416666666667,6.016843971631227e-7,7.756831809206144e-4,0.224,0.2273,0.2257,0.2253,0.226325,0.22450499999999998,0.226995
LP0026_26_L004,Norm coverage,0.6617854035416667,0.0045125597550076425,0.06717558898147186,0.530510309,0.783272885,0.675896455,0.6094155364999999,0.70376950275,0.54141245145,0.7706998431
LP0026_26_L004,LIQ: hemato,0.04155019922916667,2.539407825809154e-5,0.005039253740197207,0.034548971,0.051684126,0.042362477,0.03644534175,0.043135404,0.03476503685,0.050161953499999995
LP0026_26_L004,LIQ: lung,0.0409157395,1.821455954363702e-5,0.004267851865240524,0.033778846,0.047152133,0.042200702,0.03635502875,0.044014456,0.03456942405,0.046954999
LP0026_26_L004,Fragment lengths,161.46569678333333,0.002867035365001877,0.05354470436001937,161.3911868,161.5956974,161.45203049999998,161.42379914999998,161.48875427500002,161.39973492000001,161.567242835
LP0026_26_L004,CNA: tMAD,0.0495686341875,3.5403438183464244e-5,0.005950078838424264,0.034125225,0.064083071,0.0512752875,0.047818241000000004,0.05225762675000001,0.037208144,0.05673391755
LP0026_26_L004,CNA: ichorCNA,0.4365104166666667,3.6563386524823276e-7,6.046766617360329e-4,0.4355,0.4377,0.43645,0.436,0.43705,0.4357,0.437365
LP0026_38_L004,Norm coverage,0.9422879623541667,2.8810797512740266e-4,0.016973743698059148,0.908857851,0.975504936,0.9433143785,0.93581766175,0.9497345427499999,0.91763685145,0.97357442485
LP0026_38_L004,LIQ: hemato,0.09471688772916667,2.925374555403411e-5,0.005408673178704192,0.087449502,0.105642819,0.09605729,0.089144575,0.097058261,0.08774213559999999,0.1040024349
LP0026_38_L004,LIQ: lung,0.053419784375,5.942886797429669e-5,0.007709012127004127,0.038448127,0.071635885,0.053041745,0.04793798175,0.05895695,0.042971293300000005,0.06553226965
LP0026_38_L004,Fragment lengths,164.06852152291665,0.004015400318362326,0.06336718644821092,163.939388,164.2157392,164.07241090000002,164.02808397500002,164.1097778,163.95453222,164.1678838
LP0026_38_L004,CNA: tMAD,0.05782241664583333,1.4742458754653007e-4,0.012141852722979721,0.039954562,0.079968364,0.058090813000000005,0.046539217,0.06746346724999999,0.04167339085,0.07703710925
