sampleID,phenotype,file_name,G1_amplitude,G1_sigma,G2_amplitude,G2_sigma,G3_amplitude,G3_sigma,Baysian Information Criterion,Total dip depth,Intercept,Total dip area (AOC combined model),region-set,is control,Dip area: z-score vs controls in same region set,Dip area: Prediction interval of controls,Dip area: interpretation vs controls in same region set,Dip depth: z-score vs controls in same region set,Dip depth: Prediction interval of controls,Dip depth: interpretation vs controls in same region set,ref_genome,settings
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-4.110843664599359,149.99999999999994,-7.069126306208191,757.0000000045654,174.5455650633506,6078.993409582251,-719.7646921790525,0.00320393054790625,-0.00662596388114738,162.46498808787524,SAEC_hg19.no_chr,healthy_control,-0.23,"(36.034100575188745, 318.0178376970816)",N/A,1.53,"(-0.08818649842293014, 0.019366558427219002)",N/A,30memhg19decoy,FalseDI1230XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-4.2958499494447535,149.99999999999997,-5.605151191275351,757.0000000055777,174.6428483811203,6078.994325596816,-717.1993169695938,0.00291807220790397,-0.00659911902527041,163.8256930908332,SAEC_hg19.no_chr,healthy_control,-0.11,"(2.5774075852274905, 341.5410499478179)",N/A,1.5,"(-0.0885567448667751, 0.020044059180745255)",N/A,30memhg19,TrueDI26830XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/False40/summary_across_samples_and_ROIS.csv,-7.784628953919689,149.99999999999295,-6.387111771257706,757.0000000065049,189.39381143627404,6078.987869885064,-730.5351712080849,0.01164091369330707,-0.00674998646871148,173.73620482035398,SAEC_hg19.no_chr,healthy_control,-0.19,"(42.68939508574692, 329.5785106581963)",N/A,1.4,"(-0.08365175838597742, 0.0326662951546077)",N/A,30memhg19decoy,False40
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/False40/summary_across_samples_and_ROIS.csv,-7.129318117010723,149.9999999998909,-7.238252819396738,757.0000000003523,182.7104315577072,6078.999982995707,-731.7831745442868,0.01078522427153237,-0.00611334201937143,166.95907254240558,SAEC_hg19.no_chr,healthy_control,-0.2,"(31.16025554382432, 329.7804555920234)",N/A,1.42,"(-0.08113945417682936, 0.03044146345611445)",N/A,30memhg19,False40
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,-4.9735790130656525,149.9999999999971,-2.8735540005618176,757.999999986855,170.56546210381578,6078.988784904162,-720.5116154547933,0.00354658317055675,-0.0066254090755197,161.7258736349794,SAEC_hg19.no_chr,healthy_control,-0.31,"(26.577898260038268, 340.26498591563006)",N/A,1.69,"(-0.08953184255609398, 0.01608287727417603)",N/A,0memhg19decoy,TrueDI26830XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-5.1778982229356485,149.99999999996598,-4.334362768755878,757.0000000026256,170.95856966474483,6078.940590683657,-722.2233710132512,0.00483595692792759,-0.00641697029296472,160.407844437137,SAEC_hg19.no_chr,healthy_control,-0.12,"(24.439945924991235, 312.17930519237837)",N/A,1.58,"(-0.08828482902400403, 0.020102095859962858)",N/A,30memhg19,TrueDI1230XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-4.196837063180411,149.99999999999994,-6.496891644588455,757.0000000164911,186.3362611601605,6078.984740143918,-722.4686987269803,0.00235727166710661,-0.00704451578388152,174.72081101007953,SAEC_hg19.no_chr,healthy_control,-0.05,"(29.650397952704907, 326.0401215024099)",N/A,1.5,"(-0.09230789763589092, 0.02016032676180473)",N/A,30memhg19decoy,FalseDI26830XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-7.0456275353448055,149.9999999997521,-9.504811461332077,757.0000000007477,189.45221309679783,6078.999984795891,-728.1995013026262,0.01131468760212484,-0.00706927162058069,171.50274461984162,SAEC_hg19.no_chr,healthy_control,-0.1,"(6.558572270064673, 351.9143250001522)",N/A,1.45,"(-0.07308227512361351, 0.028477577877711557)",N/A,0memhg19,True40
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-3.870601872882391,149.99999999999642,-6.351913971763607,757.0000000289548,169.11045684521454,6078.979263925686,-723.6724439107084,0.00254366639206624,-0.00654596593925511,158.03755133477318,SAEC_hg19.no_chr,healthy_control,-0.1,"(18.538755353361353, 310.2362134589847)",N/A,1.45,"(-0.09150462694071562, 0.021654309042258894)",N/A,30memhg19,FalseDI26830XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-5.272841248641731,149.99999999999946,-4.869568823227388,757.0000000019154,166.40109853155997,6078.987805192924,-724.341147382374,0.00566970250320547,-0.00649143087153565,155.2053960522319,SAEC_hg19.no_chr,healthy_control,-0.2,"(19.366623217206325, 317.8008593100348)",N/A,1.61,"(-0.0890052381521442, 0.02025426432770145)",N/A,30memhg19,FalseDI1230XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/True40/summary_across_samples_and_ROIS.csv,-7.054089057022184,149.99999999999838,-6.472313364106929,757.0000000006003,184.45760531556363,6078.991015082065,-722.6444093479599,0.0100668120641711,-0.00681877392544274,169.56435915270453,SAEC_hg19.no_chr,healthy_control,-0.27,"(42.480113820593914, 331.63166235970925)",N/A,1.36,"(-0.08610198389992478, 0.03260736602623383)",N/A,30memhg19decoy,True40
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/TrueDI26830XA/summary_across_samples_and_ROIS.csv,10.46210041925092,149.00000000005002,39.19090646088594,757.9999999638829,74.18533312877621,6078.000000209624,-704.7204951853975,-0.05350774977920768,-0.00465012926526163,125.76337826413636,SAEC_hg19.no_chr,healthy_control,-0.6,"(-2.55594515431315, 349.680040288456)",N/A,-0.75,"(-0.08996882174333204, 0.020631068609801698)",N/A,0memhg19,TrueDI26830XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,8.286886230336112,149.0000000018736,40.234632479510275,757.999999990047,82.15230809804103,6078.064237564164,-702.7179620859634,-0.04875588435726748,-0.00541460886871428,132.25761614921907,SAEC_hg19.no_chr,healthy_control,-0.56,"(3.6959417326676487, 349.87296093586326)",N/A,-0.66,"(-0.08441418348747659, 0.017698871759703784)",N/A,0memhg19,TrueDI1230XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/FalseDI1230XA/summary_across_samples_and_ROIS.csv,7.562063885227574,149.000000000024,49.50303869428727,757.9999999808623,41.728628698261275,6078.090684703149,-701.1567980686954,-0.04903996738093287,-0.00445510419911157,100.39313552797412,SAEC_hg19.no_chr,healthy_control,-1,"(19.366623217206325, 317.8008593100348)",N/A,-0.59,"(-0.0890052381521442, 0.02025426432770145)",N/A,30memhg19,FalseDI1230XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI26830XA/summary_across_samples_and_ROIS.csv,9.59797362159833,149.00000000419843,44.34936566173611,757.9999999895218,56.07447726782137,6078.054479416402,-702.0442778330362,-0.05272024740337099,-0.00457711771216257,111.87826907174411,SAEC_hg19.no_chr,healthy_control,-0.78,"(2.5774075852274905, 341.5410499478179)",N/A,-0.75,"(-0.0885567448667751, 0.020044059180745255)",N/A,30memhg19,TrueDI26830XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI1230XA/summary_across_samples_and_ROIS.csv,10.073348484515598,149.0000000000028,35.4851813135062,757.9999999903482,100.29495431417844,6078.000641757936,-698.2460143740276,-0.05223028231090247,-0.00531108426441488,147.65466023250318,SAEC_hg19.no_chr,healthy_control,-0.55,"(35.24533221871303, 334.9804913615891)",N/A,-0.69,"(-0.09236564995790725, 0.02451551459023065)",N/A,30memhg19decoy,TrueDI1230XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/TrueDI1230XA/summary_across_samples_and_ROIS.csv,9.160168008200342,149.0000000001047,39.19790793965181,757.9999999826573,92.0131676864375,6078.039097789968,-706.5052813631447,-0.05119568465493711,-0.00526868255862285,142.0720403268515,SAEC_hg19.no_chr,healthy_control,-0.5,"(17.353451421160685, 341.1373510345018)",N/A,-0.76,"(-0.08255997492013142, 0.01334181032994635)",N/A,0memhg19decoy,TrueDI1230XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI1230XA/summary_across_samples_and_ROIS.csv,9.109014808467135,149.00000000000287,44.306021513337605,757.9999999709618,68.82227287151777,6078.075630576526,-704.9450955875918,-0.05222496995531812,-0.00545339012938477,124.00248978102962,SAEC_hg19.no_chr,healthy_control,-0.69,"(13.066200183062676, 337.57566013873986)",N/A,-0.69,"(-0.0893571486187584, 0.019068855648463355)",N/A,0memhg19decoy,FalseDI1230XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/False40/summary_across_samples_and_ROIS.csv,6.15602030374565,149,35.624386591212776,757.9999999800044,117.4346561006482,6078.0000000494665,-711.2075979767192,-0.04294003885673808,-0.00545118325148877,160.3826245255485,SAEC_hg19.no_chr,healthy_control,-0.39,"(37.152947803056065, 336.20916138800715)",N/A,-0.69,"(-0.08022198612784213, 0.02872624278410914)",N/A,0memhg19decoy,False40
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,9.83748885272103,149.0000000001264,41.097244981274685,757.9999999858991,73.20244332683744,6078.072337380485,-703.3646814967334,-0.05277412620354434,-0.00519050349954315,125.98259239416642,SAEC_hg19.no_chr,healthy_control,-0.58,"(18.538755353361353, 310.2362134589847)",N/A,-0.69,"(-0.09150462694071562, 0.021654309042258894)",N/A,30memhg19,FalseDI26830XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,9.424981423099805,149.00000000002683,40.72084590557999,757.999991235971,75.6445235995048,6078.999997595605,-701.5654363281936,-0.05163108143915901,-0.00494934804681881,127.56459727459936,SAEC_hg19.no_chr,healthy_control,-0.74,"(29.650397952704907, 326.0401215024099)",N/A,-0.61,"(-0.09230789763589092, 0.02016032676180473)",N/A,30memhg19decoy,FalseDI26830XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI1230XA/summary_across_samples_and_ROIS.csv,7.731650030657443,149.00000000004303,44.267833422633295,757.9999999776063,62.657741941070064,6078.076461362306,-707.7769213052259,-0.04811240762509169,-0.00460994252078308,116.2121750234746,SAEC_hg19.no_chr,healthy_control,-0.71,"(2.80070518926712, 339.17786641259283)",N/A,-0.56,"(-0.08744747712006905, 0.018149864748418662)",N/A,0memhg19,FalseDI1230XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,8.632859362962579,149.00000000000705,29.92834438148187,757.9999999812231,124.01476482877824,6078.000000007646,-705.2905141245985,-0.04700570939353136,-0.00474605969199824,164.07344010880675,SAEC_hg19.no_chr,healthy_control,-0.31,"(31.692092012904084, 339.59989505494656)",N/A,-0.88,"(-0.08165649426673266, 0.03411642724955199)",N/A,30memhg19,True40
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,9.490437510650864,149.00000000040075,38.79424421667442,757.9999999952732,80.99132847920252,6078.053441460776,-695.9134898755202,-0.05114406836411934,-0.00561482781491471,131.03710783245148,SAEC_hg19.no_chr,healthy_control,-0.57,"(24.439945924991235, 312.17930519237837)",N/A,-0.69,"(-0.08828482902400403, 0.020102095859962858)",N/A,30memhg19,TrueDI1230XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,8.043744375583431,149.00000000003163,41.241830128254975,757.9999999808362,84.37067933944606,6078.000299319716,-707.3463627779324,-0.04878064199195888,-0.00477855016219522,135.20865551346358,SAEC_hg19.no_chr,healthy_control,-0.64,"(33.17876306333565, 321.2881034597963)",N/A,-0.56,"(-0.08777347206826042, 0.016893310693690516)",N/A,0memhg19decoy,FalseDI26830XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,7.9825907614859375,149.00000000002515,43.926123790014785,757.9999999707138,58.71271908798021,6078.000982136515,-709.7042806082876,-0.0483455590348305,-0.00489150035903387,112.21703700600769,SAEC_hg19.no_chr,healthy_control,-0.92,"(24.60682338887824, 326.13631132572027)",N/A,-0.56,"(-0.0871209653435287, 0.016726935171748662)",N/A,0memhg19,FalseDI26830XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/False40/summary_across_samples_and_ROIS.csv,7.351977225809384,149.0000000052355,33.69878301920238,757.9999999864115,125.824461849826,6078.999997217337,-705.559144140704,-0.04567803304844341,-0.00584166061593145,168.20369971718884,SAEC_hg19.no_chr,healthy_control,-0.27,"(42.68939508574692, 329.5785106581963)",N/A,-0.76,"(-0.08365175838597742, 0.0326662951546077)",N/A,30memhg19decoy,False40
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,8.731474958276246,149.0000000000723,41.485607797448,757.9999999919078,69.48414537354803,6078.000622442842,-702.7552332835617,-0.04977320990374074,-0.00503079169300013,121.3803483227102,SAEC_hg19.no_chr,healthy_control,-0.88,"(26.577898260038268, 340.26498591563006)",N/A,-0.55,"(-0.08953184255609398, 0.01608287727417603)",N/A,0memhg19decoy,TrueDI26830XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/True40/summary_across_samples_and_ROIS.csv,6.851657917449608,149.0000000000042,34.11339106348215,757.999999986192,99.61341424244742,6078.999996829701,-709.8955723864508,-0.04283652337954109,-0.0047730021760579704,141.86083545317763,SAEC_hg19.no_chr,healthy_control,-0.69,"(42.480113820593914, 331.63166235970925)",N/A,-0.59,"(-0.08610198389992478, 0.03260736602623383)",N/A,30memhg19decoy,True40
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,10.96647598695978,149.00000000002638,39.458465038085215,757.9999999870421,76.35563272211998,6078.00000007045,-699.2243943719596,-0.05514146844725733,-0.00552633435274031,128.78502650490657,SAEC_hg19.no_chr,healthy_control,-0.71,"(29.349294672234095, 322.43762106978977)",N/A,-0.68,"(-0.09496073745342026, 0.0207241068623115)",N/A,30memhg19decoy,TrueDI26830XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/True40/summary_across_samples_and_ROIS.csv,7.359527946790255,149.00000000000662,33.1078457956128,757.9999999779901,122.68093286815116,6078.000005616256,-708.1610649964523,-0.04518226063163193,-0.00560945333043968,164.47624105487748,SAEC_hg19.no_chr,healthy_control,-0.42,"(56.332832148522016, 323.10273076202117)",N/A,-0.71,"(-0.08465163672251964, 0.03175624973199283)",N/A,0memhg19decoy,True40
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19decoy/FalseDI1230XA/summary_across_samples_and_ROIS.csv,10.499519242826956,149.00000000000185,38.08568174523051,757.999999977283,75.87821816738132,6078.000152235152,-702.8897507599048,-0.05313736348618345,-0.00494404813611863,126.38231281428516,SAEC_hg19.no_chr,healthy_control,-0.79,"(36.034100575188745, 318.0178376970816)",N/A,-0.76,"(-0.08818649842293014, 0.019366558427219002)",N/A,30memhg19decoy,FalseDI1230XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/False40/summary_across_samples_and_ROIS.csv,7.615027153313724,149.0000400931223,33.27227460392673,757.9999999838028,106.36459623740473,6078.000000333026,-708.3009970929207,-0.04488192870387006,-0.00481338528698173,148.63940478328104,SAEC_hg19.no_chr,healthy_control,-0.47,"(31.16025554382432, 329.7804555920234)",N/A,-0.77,"(-0.08113945417682936, 0.03044146345611445)",N/A,30memhg19,False40
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/False40/summary_across_samples_and_ROIS.csv,6.728768204127184,149.00000000001214,33.30847868834797,757.9999999590422,113.6954715129293,6078.000000838316,-712.128016105715,-0.04300923872369885,-0.00568281167368076,154.9731366058542,SAEC_hg19.no_chr,healthy_control,-0.44,"(27.1386624680608, 346.8432267613184)",N/A,-0.69,"(-0.0812155684521266, 0.030571088790355472)",N/A,0memhg19,False40
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,8.040227717976968,149.00000000000247,33.803011263216916,757.9999999780803,117.29378302244864,6078.000102064867,-711.0504377840233,-0.04701708540617714,-0.0043243551270273,160.584318908028,SAEC_hg19.no_chr,healthy_control,-0.24,"(6.558572270064673, 351.9143250001522)",N/A,-1.07,"(-0.07308227512361351, 0.028477577877711557)",N/A,0memhg19,True40
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/TrueDI26830XA/summary_across_samples_and_ROIS.csv,6.284916864142545,149.99999999999932,13.37486773706249,757.0000000020282,64.18636346334279,6078.999997361067,-605.8170731554327,-0.02797638864508981,-0.00656225684089924,84.88344294237983,SAEC_hg19.no_chr,healthy_control,-1.39,"(26.577898260038268, 340.26498591563006)",N/A,0.37,"(-0.08953184255609398, 0.01608287727417603)",N/A,0memhg19decoy,TrueDI26830XA
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/FalseDI26830XA/summary_across_samples_and_ROIS.csv,7.948608180682098,149.9999999999998,16.404169307819252,757.0000000520528,67.24988964002829,6078.999999073671,-608.1933858497581,-0.03419867061139015,-0.00619834831616694,92.92510803591884,SAEC_hg19.no_chr,healthy_control,-1.28,"(33.17876306333565, 321.2881034597963)",N/A,0.05,"(-0.08777347206826042, 0.016893310693690516)",N/A,0memhg19decoy,FalseDI26830XA
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/False40/summary_across_samples_and_ROIS.csv,4.072935542855037,149.99999999998326,1.259866046777109,757.0000000300432,97.2857134976162,6078.999999523599,-605.5121460434585,-0.01788089849732111,-0.00749160299575964,103.16115095175276,SAEC_hg19.no_chr,healthy_control,-1.23,"(37.152947803056065, 336.20916138800715)",N/A,0.32,"(-0.08022198612784213, 0.02872624278410914)",N/A,0memhg19decoy,False40
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,7.992713775045997,149.99999999999991,15.743870272501676,757.0000153466057,50.36044431141709,6078.999664599703,-608.6844483585853,-0.0328596022025206,-0.00595307880643134,75.4388105334518,SAEC_hg19.no_chr,healthy_control,-1.42,"(24.439945924991235, 312.17930519237837)",N/A,0.05,"(-0.08828482902400403, 0.020102095859962858)",N/A,30memhg19,TrueDI1230XA
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19decoy/TrueDI1230XA/summary_across_samples_and_ROIS.csv,7.960076372982074,149.99999999998354,12.99846050419522,757.000000133711,64.85114611767753,6078.928622372598,-606.2221627567217,-0.03227697750576237,-0.00589576289622498,87.10508781120316,SAEC_hg19.no_chr,healthy_control,-1.25,"(17.353451421160685, 341.1373510345018)",N/A,0.11,"(-0.08255997492013142, 0.01334181032994635)",N/A,0memhg19decoy,TrueDI1230XA
