sampleID,phenotype,id,tmad_vs_control,tmad_vs_none,tmad_is_control,file_name,ref_genome,settings,gc_bias,settings_verbose,trimming,genome
LP0020_02,healthy_control,24,0.011311227039894,0.00922898108175589,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/TrueDI26830XA/tMAD_results.tsv,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0020_02,healthy_control,12,0.0131526482151597,0.00961228484664209,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/TrueDI26830XA/tMAD_results.tsv,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0020_02,healthy_control,4,0.00263800695469678,0.0139100542020382,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/True40/tMAD_results.tsv,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0020_02,healthy_control,1,0.00821451968246002,0.010639550779999,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/False40/tMAD_results.tsv,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0020_02,healthy_control,2,0.00573837468420644,0.0109134382951653,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/FalseDI1230XA/tMAD_results.tsv,0memhg38,FalseDI1230XA,GC bias not corrected,Moderate,Untrimmed,hg38
LP0020_02,healthy_control,3,0.00643777456073256,0.0162703080793596,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/FalseDI26830XA/tMAD_results.tsv,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0020_02,healthy_control,8,0.0106143337687847,0.0124539337448038,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/FalseDI1230XA/tMAD_results.tsv,0memhg38noalt,FalseDI1230XA,GC bias not corrected,Moderate,Untrimmed,hg38noalt
LP0020_02,healthy_control,22,0.00992005919346207,0.00782460025602372,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/True40/tMAD_results.tsv,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0020_02,healthy_control,23,0.0119151895019891,0.0118918193206985,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/TrueDI1230XA/tMAD_results.tsv,30memhg38noalt,TrueDI1230XA,GC bias corrected,Moderate,Trimmed,hg38noalt
LP0020_02,healthy_control,15,0.00543877923633403,0.016272722369411,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/FalseDI26830XA/tMAD_results.tsv,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0020_02,healthy_control,16,0.00952173141670301,0.0103493195858466,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/True40/tMAD_results.tsv,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0020_02,healthy_control,13,0.00712907466423525,0.0113415837143134,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/False40/tMAD_results.tsv,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0020_02,healthy_control,14,0.00573906009037666,0.016272722369411,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/FalseDI1230XA/tMAD_results.tsv,30memhg38,FalseDI1230XA,GC bias not corrected,Moderate,Trimmed,hg38
LP0020_02,healthy_control,6,0.00992689760752953,0.0134888598396346,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/TrueDI26830XA/tMAD_results.tsv,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0020_02,healthy_control,7,0.00573153292180115,0.0061439977398152,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/False40/tMAD_results.tsv,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0020_02,healthy_control,17,0.00792630793822767,0.0146011844241386,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/TrueDI1230XA/tMAD_results.tsv,30memhg38,TrueDI1230XA,GC bias corrected,Moderate,Trimmed,hg38
LP0020_02,healthy_control,5,0.0043380922161853,0.0143214001951965,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/TrueDI1230XA/tMAD_results.tsv,0memhg38,TrueDI1230XA,GC bias corrected,Moderate,Untrimmed,hg38
LP0020_02,healthy_control,18,0.00503509680547561,0.0188784970630916,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/TrueDI26830XA/tMAD_results.tsv,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0020_02,healthy_control,19,0.00893292471502208,0.00824642716386778,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/False40/tMAD_results.tsv,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0020_02,healthy_control,21,0.00922145882688172,0.013155053034293,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/FalseDI26830XA/tMAD_results.tsv,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0020_02,healthy_control,20,0.00992005919346209,0.0113383793914108,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/FalseDI1230XA/tMAD_results.tsv,30memhg38noalt,FalseDI1230XA,GC bias not corrected,Moderate,Trimmed,hg38noalt
LP0020_03,healthy_control,4,0.00772187500000001,0.010225124927313,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/True40/tMAD_results.tsv,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0020_03,healthy_control,2,0.0097774512723985,0.00744289806340583,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/FalseDI1230XA/tMAD_results.tsv,0memhg38,FalseDI1230XA,GC bias not corrected,Moderate,Untrimmed,hg38
LP0020_03,healthy_control,3,0.00977458838895206,0.00646268963336433,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/FalseDI26830XA/tMAD_results.tsv,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0020_03,healthy_control,12,0.00603112479520081,0.00853666053066996,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/TrueDI26830XA/tMAD_results.tsv,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0020_03,healthy_control,1,0.00433946123811358,0.00994748001379639,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/False40/tMAD_results.tsv,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0020_03,healthy_control,6,0.0111712189384922,0.00645381981241905,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/TrueDI26830XA/tMAD_results.tsv,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0020_03,healthy_control,11,0.00772187500000001,0.00823523583877276,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/TrueDI1230XA/tMAD_results.tsv,0memhg38noalt,TrueDI1230XA,GC bias corrected,Moderate,Untrimmed,hg38noalt
LP0020_03,healthy_control,16,0.00684362638398545,0.0112171602138506,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/True40/tMAD_results.tsv,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0020_03,healthy_control,13,0.00364223168376405,0.00504997163577728,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/False40/tMAD_results.tsv,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0020_03,healthy_control,14,0.0110458610392266,0.00884709283565464,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/FalseDI1230XA/tMAD_results.tsv,30memhg38,FalseDI1230XA,GC bias not corrected,Moderate,Trimmed,hg38
LP0020_03,healthy_control,15,0.0110458610392266,0.00646188196184486,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/FalseDI26830XA/tMAD_results.tsv,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0020_03,healthy_control,7,0.00433991787696854,0.00756122505810186,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/False40/tMAD_results.tsv,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0020_03,healthy_control,8,0.00533241054879771,0.00883467649365745,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/FalseDI1230XA/tMAD_results.tsv,0memhg38noalt,FalseDI1230XA,GC bias not corrected,Moderate,Untrimmed,hg38noalt
LP0020_03,healthy_control,5,0.013899375,0.00673820795984578,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/TrueDI1230XA/tMAD_results.tsv,0memhg38,TrueDI1230XA,GC bias corrected,Moderate,Untrimmed,hg38
LP0020_03,healthy_control,10,0.00544791053066996,0.00685323149561286,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/True40/tMAD_results.tsv,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0020_03,healthy_control,24,0.00923526089725033,0.00474611122737778,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/TrueDI26830XA/tMAD_results.tsv,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0020_03,healthy_control,20,0.00533241054879771,0.00953373192603432,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/FalseDI1230XA/tMAD_results.tsv,30memhg38noalt,FalseDI1230XA,GC bias not corrected,Moderate,Trimmed,hg38noalt
LP0020_03,healthy_control,17,0.00841945010717085,0.00785962489902325,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/TrueDI1230XA/tMAD_results.tsv,30memhg38,TrueDI1230XA,GC bias corrected,Moderate,Trimmed,hg38
LP0020_03,healthy_control,18,0.0110458610392266,0.00476259870645925,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/TrueDI26830XA/tMAD_results.tsv,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0020_03,healthy_control,19,0.00573837468420646,0.00755824425544063,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/False40/tMAD_results.tsv,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0020_03,healthy_control,21,0.00933319277664023,0.00784618709258853,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/FalseDI26830XA/tMAD_results.tsv,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0020_03,healthy_control,9,0.00516889413196675,0.00883398884191142,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/FalseDI26830XA/tMAD_results.tsv,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0020_03,healthy_control,23,0.00911918983693629,0.00911850554954011,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/TrueDI1230XA/tMAD_results.tsv,30memhg38noalt,TrueDI1230XA,GC bias corrected,Moderate,Trimmed,hg38noalt
LP0020_03,healthy_control,22,0.00335142465913677,0.00434266084646351,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/True40/tMAD_results.tsv,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0020_04,healthy_control,7,0.0116858312594629,0.00852638950117152,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/False40/tMAD_results.tsv,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0020_04,healthy_control,3,0.00572948474378686,0.0121291991482249,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/FalseDI26830XA/tMAD_results.tsv,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0020_04,healthy_control,4,0.0140010759997223,0.0124979492499045,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/True40/tMAD_results.tsv,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0020_04,healthy_control,1,0.0118629566872805,0.0100159665331833,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/False40/tMAD_results.tsv,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0020_04,healthy_control,10,0.0116003567277702,0.00952572505078681,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/True40/tMAD_results.tsv,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0020_04,healthy_control,11,0.0102132716712078,0.0125707124459099,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/TrueDI1230XA/tMAD_results.tsv,0memhg38noalt,TrueDI1230XA,GC bias corrected,Moderate,Untrimmed,hg38noalt
LP0020_04,healthy_control,8,0.010810625,0.00504023147896482,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/FalseDI1230XA/tMAD_results.tsv,0memhg38noalt,FalseDI1230XA,GC bias not corrected,Moderate,Untrimmed,hg38noalt
LP0020_04,healthy_control,2,0.00642660514543413,0.0114373266817428,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/FalseDI1230XA/tMAD_results.tsv,0memhg38,FalseDI1230XA,GC bias not corrected,Moderate,Untrimmed,hg38
LP0020_04,healthy_control,6,0.013300202551973,0.0140298820440514,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/TrueDI26830XA/tMAD_results.tsv,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0020_04,healthy_control,15,0.00613646811258335,0.0138235947241321,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/FalseDI26830XA/tMAD_results.tsv,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38
LP0020_04,healthy_control,16,0.0130594701248949,0.0107198026333669,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/True40/tMAD_results.tsv,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38
LP0020_04,healthy_control,5,0.0172295397996849,0.0193663033252067,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/TrueDI1230XA/tMAD_results.tsv,0memhg38,TrueDI1230XA,GC bias corrected,Moderate,Untrimmed,hg38
LP0020_04,healthy_control,18,0.0131628499726168,0.020076875,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/TrueDI26830XA/tMAD_results.tsv,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38
LP0020_04,healthy_control,19,0.0133877094433343,0.00922396460834236,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/False40/tMAD_results.tsv,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0020_04,healthy_control,20,0.00922898108175586,0.00573974572060908,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/FalseDI1230XA/tMAD_results.tsv,30memhg38noalt,FalseDI1230XA,GC bias not corrected,Moderate,Trimmed,hg38noalt
LP0020_04,healthy_control,17,0.0173889578146303,0.0194359482459753,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/TrueDI1230XA/tMAD_results.tsv,30memhg38,TrueDI1230XA,GC bias corrected,Moderate,Trimmed,hg38
LP0020_04,healthy_control,22,0.0136418380777657,0.00753446790778414,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/True40/tMAD_results.tsv,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0020_04,healthy_control,23,0.0106848186739427,0.00992689760752957,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/TrueDI1230XA/tMAD_results.tsv,30memhg38noalt,TrueDI1230XA,GC bias corrected,Moderate,Trimmed,hg38noalt
LP0020_04,healthy_control,24,0.0148434324459425,0.0141038079382277,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/TrueDI26830XA/tMAD_results.tsv,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0020_04,healthy_control,12,0.0145984320054353,0.00721599845331423,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/TrueDI26830XA/tMAD_results.tsv,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0020_04,healthy_control,9,0.0109205294170603,0.00782972655388855,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/FalseDI26830XA/tMAD_results.tsv,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0020_04,healthy_control,14,0.00841945010717085,0.00933775395972208,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/FalseDI1230XA/tMAD_results.tsv,30memhg38,FalseDI1230XA,GC bias not corrected,Moderate,Trimmed,hg38
LP0020_04,healthy_control,21,0.010387051865582,0.00782972655388855,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/FalseDI26830XA/tMAD_results.tsv,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0020_04,healthy_control,13,0.0151121357152989,0.00932180283816609,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/False40/tMAD_results.tsv,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0020_05,healthy_control,10,0.0126072912005481,0.010624700289975,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/True40/tMAD_results.tsv,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0020_05,healthy_control,7,0.00772187500000001,0.00544905362183323,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38noalt/False40/tMAD_results.tsv,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0020_05,healthy_control,2,0.0113351771638678,0.0103571053381912,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/FalseDI1230XA/tMAD_results.tsv,0memhg38,FalseDI1230XA,GC bias not corrected,Moderate,Untrimmed,hg38
LP0020_05,healthy_control,3,0.0106350905351481,0.0104699847208343,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/FalseDI26830XA/tMAD_results.tsv,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0020_05,healthy_control,4,0.00721020944333427,0.0127046730897532,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/True40/tMAD_results.tsv,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0020_05,healthy_control,1,0.0125806752952375,0.00813241299491058,TRUE,/Users/ivna/00_projects/AACR/hg38/features/0memhg38/False40/tMAD_results.tsv,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0020_05,healthy_control,22,0.0099118678100512,0.00993100601856212,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/True40/tMAD_results.tsv,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0020_05,healthy_control,23,0.00573426694634711,0.00545134092575422,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/TrueDI1230XA/tMAD_results.tsv,30memhg38noalt,TrueDI1230XA,GC bias corrected,Moderate,Trimmed,hg38noalt
LP0020_05,healthy_control,24,0.00772187500000001,0.0078389750104214,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/TrueDI26830XA/tMAD_results.tsv,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0020_05,healthy_control,21,0.00573974572060909,0.00504023147896485,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38noalt/FalseDI26830XA/tMAD_results.tsv,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0020_05,healthy_control,13,0.00861865169624701,0.0100422901993834,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/False40/tMAD_results.tsv,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38
LP0020_05,healthy_control,14,0.0120336634639326,0.0104759375724634,TRUE,/Users/ivna/00_projects/AACR/hg38/features/30memhg38/FalseDI1230XA/tMAD_results.tsv,30memhg38,FalseDI1230XA,GC bias not corrected,Moderate,Trimmed,hg38
